id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
97945,Deluxw-Apartm. with roof terrace,517685,Angelika,,Hadern,48.11492,11.48954,Entire home/apt,80,2,129,2019-10-03,0.99,2,7,0,
114695,Apartment Munich/East with sundeck,581737,Stephan,,Berg am Laim,48.12071,11.63758,Entire home/apt,105,2,54,2022-05-14,0.40,2,133,1,
127383,City apartment next to Pinakothek,630556,Sonja,,Maxvorstadt,48.15199,11.56482,Entire home/apt,120,3,106,2022-06-07,0.79,1,0,11,
159634,"Fancy, bright central roof top flat and homeoffice",765694,Sanna,,Pasing-Obermenzing,48.13855,11.46586,Entire home/apt,52,8,34,2020-12-23,0.26,1,0,0,
170154,"Own floor & bath, parking & breakfast",108297,Alex,,Sendling-Westpark,48.10814,11.52733,Private room,55,2,509,2022-06-16,3.89,1,161,30,
170815,Your own flat near central station!,814793,Inge,,Neuhausen-Nymphenburg,48.16071,11.54314,Entire home/apt,65,3,64,2020-02-18,0.49,1,0,0,
172672,Cozy guest room in high-end flat.,823913,Karin,,Schwabing-West,48.16341,11.56366,Private room,49,1,224,2022-05-22,2.27,2,0,10,
179640,GREEN OASIS near center & tradefair,860212,Ingrid,,Bogenhausen,48.14453,11.63769,Private room,35,2,50,2020-02-29,0.38,1,278,0,
183634,munich all-inclusive camping,880705,Toby,,Allach-Untermenzing,48.17532,11.44526,Shared room,50,1,0,,,1,221,0,
186596,2-room-flat in central location,910486,Hatice,,Au-Haidhausen,48.12008,11.57725,Shared room,82,1,163,2020-01-02,1.31,2,157,0,
187359,Charming apartment near City Center,901209,Christian,,Neuhausen-Nymphenburg,48.15638,11.53935,Private room,90,2,32,2019-10-08,0.24,1,253,0,
187386,"bedroom, with 2 single beds and tv",901512,Janine,,Berg am Laim,48.12031,11.62787,Private room,59,2,16,2019-10-05,0.12,2,187,0,
189551,Beautiful Attic Floor Dwelling,914449,Peter,,Schwanthalerhöhe,48.13592,11.54427,Entire home/apt,280,3,360,2021-11-21,2.82,1,182,6,
189582,CLASSY APARTMENT in Munich,914564,Christiane,,Bogenhausen,48.15556,11.64903,Private room,25,30,13,2019-08-31,0.11,1,113,0,
189606,"Nice apartment near river ""Isar""",914691,Klaus,,Au-Haidhausen,48.12543,11.58042,Entire home/apt,51,2,189,2022-06-03,1.45,2,251,23,
190383,WOW! direct binding to trade fairs,919644,Christine,,Berg am Laim,48.12424,11.63186,Private room,30,2,151,2022-04-21,1.21,1,109,1,
190653,Pretty and renovated apartment,919917,Werner,,Ludwigsvorstadt-Isarvorstadt,48.12951,11.56103,Entire home/apt,76,1,176,2022-06-05,1.42,1,283,7,
191405,Single Apartment in Central Munich,925836,Esther,,Au-Haidhausen,48.12204,11.58064,Entire home/apt,65,2,20,2018-04-23,0.15,1,112,0,
191429,Munich City Center for long term,925882,M. Seon,,Ludwigsvorstadt-Isarvorstadt,48.12672,11.5557,Private room,32,60,30,2021-12-21,0.23,1,191,1,
191602,Apartment in the center - Glockenbachviertel,926985,Dunni,,Ludwigsvorstadt-Isarvorstadt,48.1267,11.57033,Entire home/apt,80,3,51,2022-05-30,0.40,1,5,1,
192933,Artist's Studio Glockenbach area,934964,Andreas,,Ludwigsvorstadt-Isarvorstadt,48.1295,11.56788,Shared room,80,3,68,2022-05-30,0.52,1,200,3,
193463,* Munich-Schwabing-  super- clean - central-room*,938552,Gabriele,,Maxvorstadt,48.15527,11.5717,Private room,56,2,183,2022-06-19,1.48,2,124,13,
193477,* Munich- Schwabing- super pretty mini room *,938552,Gabriele,,Maxvorstadt,48.15441,11.57037,Private room,44,2,80,2022-06-12,1.06,2,116,16,
194533,Traumhaftes Ambiente - Neuhausen,944911,Anke,,Neuhausen-Nymphenburg,48.1495,11.54115,Entire home/apt,120,1,52,2019-10-02,0.39,1,216,0,
195293,Stylish Apartment No.24,949632,Sabine,,Schwabing-West,48.16438,11.56853,Private room,45,30,65,2022-03-31,0.54,1,37,2,
195302,nice city centre apartment munich,949656,Charlotte,,Bogenhausen,48.13698,11.61597,Entire home/apt,60,7,87,2014-10-07,0.67,2,233,0,
195337,single room-20 min to fair trades,949656,Charlotte,,Au-Haidhausen,48.13656,11.61501,Private room,60,60,11,2013-11-17,0.08,2,358,0,
195371,Souterrain for Sigle or Couple,949953,Sybille,,Feldmoching-Hasenbergl,48.19459,11.53297,Private room,30,5,30,2022-05-28,0.74,2,206,10,
195388,apartment for 4 people,949998,Ingrid Und Jo,,Ramersdorf-Perlach,48.10026,11.6068,Entire home/apt,87,2,218,2022-06-19,1.67,1,229,32,
195444,Modern room in ancient building,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.12279,11.56028,Private room,77,3,203,2022-06-04,1.55,2,168,26,
195452,DOWNTOWN 1aFlat in ancient building,950268,Eileen,,Ludwigsvorstadt-Isarvorstadt,48.12103,11.5605,Entire home/apt,95,7,15,2021-08-15,0.12,2,90,1,
196127,huge room in the heart of Munich,954566,Talia,,Ludwigsvorstadt-Isarvorstadt,48.13198,11.57579,Private room,50,3,98,2021-11-26,0.75,1,9,3,
196265,Cosy City Apartment with Balcony,14870835,Dominik,,Au-Haidhausen,48.12094,11.57697,Entire home/apt,65,7,73,2022-06-04,0.59,1,170,5,
198942,Charming quiet room near Michaelipark,971759,Anna C,,Berg am Laim,48.1177,11.64272,Private room,49,2,99,2022-06-12,0.80,2,112,14,
198990,Wohnen am Schloss Nymphenburg,959791,Heidrun,,Neuhausen-Nymphenburg,48.15797,11.51046,Entire home/apt,55,180,14,2022-05-10,0.11,1,170,3,
199066,COMFORTABLE ATTIC FLOOR DWELLING,972246,Cordula,,Untergiesing-Harlaching,48.09092,11.56088,Private room,80,1,359,2022-06-03,2.75,1,249,35,
199099,cosy little aparment central in Munich,972392,Ingrid,,Obergiesing,48.11511,11.59193,Entire home/apt,70,6,4,2022-01-04,0.38,1,64,4,
199189,Ideal for Fair guests,972712,Michael,,Bogenhausen,48.16025,11.64836,Private room,25,1,33,2020-04-29,0.27,4,0,0,
199256,Nice room in super central location,972992,Heide,,Maxvorstadt,48.15017,11.56221,Private room,32,3,254,2022-05-02,2.14,1,135,17,
199797,5 min. close to ENGLISCHER GARTEN,976495,Brigitte,,Schwabing-Freimann,48.16618,11.58973,Entire home/apt,90,3,43,2022-02-28,0.33,1,262,2,
199840,Cheerful room in beautiful house,976629,Roswitha,,Tudering-Riem,48.11712,11.67722,Private room,52,1,45,2019-07-03,0.37,1,250,0,
199843,High quality and trendy 3-room flat,976581,Gisela,,Maxvorstadt,48.15054,11.57591,Entire home/apt,138,90,0,,,1,172,0,
199850,Sunny room ideal for Octoberfest 2022,971759,Anna C,,Berg am Laim,48.11864,11.64054,Private room,118,2,29,2019-10-09,0.22,2,29,0,
199922,"3-room apartment, centrally located",976981,Ingeborg,,Milbertshofen-Am Hart,48.18554,11.56936,Entire home/apt,98,20,20,2022-03-31,0.31,1,254,1,
201694,Friendly basement room,987114,Christine,,Ramersdorf-Perlach,48.11322,11.62443,Private room,57,1,0,,,1,142,0,
202055,"10 min to the center, quiet, cosy",988620,Melita,,Neuhausen-Nymphenburg,48.15883,11.54617,Private room,37,3,229,2020-03-11,1.77,2,181,0,
202077,"tiny but fine, 10 min to the center",988620,Melita,,Neuhausen-Nymphenburg,48.15865,11.54134,Private room,37,3,76,2020-02-21,0.58,2,186,0,
204517,Single room in the basement,1004468,Prisca,,Pasing-Obermenzing,48.15856,11.47439,Private room,45,2,2,2018-04-28,0.03,1,276,0,
205381,Classic building apartment at Prinzregentenplaz,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,129,1,439,2022-06-06,3.51,10,221,74,
205393,Comfortable apartment with self-check-in.,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,66,1,400,2022-06-18,3.30,10,223,64,
205401,Modern apartment with self-check-in.,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,79,1,589,2022-06-19,4.72,10,236,91,
205415,Family apartment in best location,1009438,Alex,,Bogenhausen,48.13909,11.60832,Entire home/apt,89,1,539,2022-06-18,4.45,10,217,80,
205431,New York style apartment in Munich,1009438,Alex,,Schwanthalerhöhe,48.13661,11.53075,Entire home/apt,89,1,662,2022-06-15,5.17,10,188,97,
206288,"modern, bright & quiet in Giesing",1014517,Emmanuel,,Obergiesing,48.11008,11.59345,Entire home/apt,97,10,47,2022-05-29,0.39,1,81,12,
207713,Penthouse 10 min Munich City Centre,1022468,John,,Neuhausen-Nymphenburg,48.15105,11.53687,Entire home/apt,79,6,74,2019-10-06,0.60,1,3,0,
210348,one  quiet nice room in a condo in central munich,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12401,11.56119,Private room,53,2,65,2022-05-07,0.53,2,291,2,
211291,GOOD PRICE - IDEAL LOCATION!,1041701,Renate,,Maxvorstadt,48.14614,11.54296,Entire home/apt,103,1,19,2021-07-30,0.15,1,247,1,
211374,"Close to fairground Riem + subway, host vaccinated",1049489,Sonja,,Tudering-Riem,48.13192,11.70239,Private room,70,2,155,2022-06-06,1.23,1,159,8,
211800,Beautiful bright 3-room apartment,1062193,Katrin,,Berg am Laim,48.12902,11.62117,Entire home/apt,91,7,0,,,1,0,0,
212482,Nice Room-10min Walk to Octoberfest,1018498,Karin,,Sendling,48.11954,11.54065,Private room,38,3,84,2022-03-11,0.64,1,198,5,
216529,"Charming, central, quiet 2.5 room flat Haidhausen",37354,Werner,,Au-Haidhausen,48.13072,11.59324,Entire home/apt,140,5,10,2022-05-21,0.11,1,15,1,
217148,"ruhiges helles Zi, verkehrsgünstig",949953,Sybille,,Feldmoching-Hasenbergl,48.19329,11.53275,Private room,30,5,93,2022-04-22,0.71,2,103,19,
217313,"Munich, city house + garden near Westpark",1122306,Manfred,,Sendling-Westpark,48.12735,11.51318,Entire home/apt,800,5,17,2019-10-06,0.14,1,1,0,
218080,Modern apartment in Haidhausen,1041175,Jakob,,Au-Haidhausen,48.12356,11.5955,Entire home/apt,70,14,47,2019-10-29,0.57,1,18,0,
218860,nice apartment near fairground,1078978,Sylvia,,Berg am Laim,48.11953,11.64244,Entire home/apt,150,2,34,2022-06-02,0.29,1,327,1,
222924,"Blue Room,1. Floor, Messe Riem",1157644,Eva,,Tudering-Riem,48.10496,11.69867,Private room,40,90,36,2020-10-30,0.28,3,0,0,
225421,Very quiet apartment in a peaceful city quarter,1174413,Marco,,Untergiesing-Harlaching,48.08084,11.55063,Entire home/apt,64,2,164,2022-06-12,1.25,1,333,19,
227106,Modern and quiet apartment,1041074,Kerstin,,Tudering-Riem,48.11064,11.70094,Entire home/apt,94,2,49,2022-06-11,0.41,1,272,9,
227892,"Room at Trade Fair - own entrance, kitchen, bath",1188789,Caro + Tilman,,Tudering-Riem,48.12988,11.7017,Private room,50,3,59,2020-02-21,0.47,1,44,0,
228721,Room in 2-Room -Apartment,1193810,Emmanuel,,Au-Haidhausen,48.12085,11.57736,Private room,70,5,4,2019-10-07,0.03,1,358,0,
228867,"CityHome, 6 beautiful apartments + AC, CITY CENTER",1041450,Werner,,Maxvorstadt,48.14468,11.56131,Entire home/apt,150,3,33,2019-12-23,0.41,6,321,0,
230331,"bed&breakfast, 5min to Oktoberfest",1203567,Maja,,Laim,48.14149,11.50408,Private room,120,1,2,2011-10-03,0.02,1,365,0,
232430,Modern loft apartment,1171020,Hans-Martin,,Tudering-Riem,48.11636,11.6986,Entire home/apt,150,3,64,2022-02-19,0.49,1,283,3,
233119,Luxury 2-room apartment,1210398,Olivera,,Milbertshofen-Am Hart,48.17887,11.56708,Entire home/apt,80,28,0,,,4,97,0,
240218,Directly loc.t.t. fiera& Metro,1041362,Grazia,,Tudering-Riem,48.12775,11.7013,Private room,69,30,50,2022-02-28,0.41,1,271,2,
241375,Large  Center Apartment,1100623,Ray,,Altstadt-Lehel,48.13652,11.58869,Entire home/apt,75,10,65,2019-12-02,0.88,1,0,0,
243209,House with fantastic terrace,1040938,Ingrid,,Sendling-Westpark,48.11019,11.50695,Entire home/apt,90,360,0,,,1,365,0,
245670,"gemütliches Refugium, stadtnah",1293120,Marianne,,Ramersdorf-Perlach,48.09712,11.60973,Private room,49,10,21,2022-03-01,0.20,2,180,1,
252987,"Beautiful, modern & quiet apartment in Schwabing",1069562,Florian,,Schwabing-Freimann,48.15943,11.58208,Entire home/apt,135,4,32,2021-07-09,0.27,1,34,1,
266180,room near Nymphenburg castle ground,1395678,Frank Und Joachim,,Pasing-Obermenzing,48.15561,11.47189,Private room,40,1,145,2022-06-12,1.15,1,294,14,
280995,Very beautifully furnished 1-room Apartment,1210398,Olivera,,Milbertshofen-Am Hart,48.17877,11.56679,Entire home/apt,50,30,1,2020-10-31,0.05,4,57,0,
285938,Chill out in the heart of Munich,1488030,Natalie,,Neuhausen-Nymphenburg,48.14658,11.53331,Private room,38,4,184,2022-05-22,1.49,2,1,3,
299867,Central Munich -close 2 Oktoberfest,1545345,Sabine,,Schwanthalerhöhe,48.12891,11.54107,Private room,53,1,39,2019-10-04,0.32,1,342,0,
309196,Schönes Appartement im Dachgeschoss,1057081,Martin,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.08367,11.52772,Private room,58,21,24,2021-12-17,0.24,1,250,1,
311242,TOP Studio! 10 minutes to city centre & trade fair,1600843,Matt,,Obergiesing,48.11723,11.58942,Entire home/apt,49,90,110,2022-04-23,0.90,3,260,7,
315684,Roof Gallery Munich - Luxury flat,1621313,Regina,,Hadern,48.12917,11.48554,Entire home/apt,167,3,83,2022-06-05,1.01,5,122,9,
321542,Absolute quiet room,1646639,Walter,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09307,11.52147,Private room,36,14,28,2022-03-28,0.22,1,294,2,
348405,FURNISHED & TOP LOCATED/ LONG TERM RENT PREFERRED,1765606,Hannes,,Maxvorstadt,48.14663,11.56708,Entire home/apt,102,7,11,2022-05-29,0.09,1,22,3,
392399,"Sunny room, private bathroom and roof top terrace",1962150,Christa,,Sendling,48.11397,11.54844,Private room,68,2,92,2019-11-29,0.75,1,0,0,
406404,Holiday Flat in Munich Schwabing,2024648,Tammy,,Schwabing-West,48.17723,11.58283,Entire home/apt,100,180,1,2012-11-17,0.01,4,140,0,
483093,cozy-apartment - *WLAN* PARKING,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09748,11.63993,Entire home/apt,65,2,174,2022-05-29,1.42,3,224,10,
485613,Cozy flat in the center of Munich,1488030,Natalie,,Neuhausen-Nymphenburg,48.14865,11.53318,Entire home/apt,90,3,52,2022-05-30,0.45,2,160,1,
502791,Relaxen im Apartment Fasangarten.,1293120,Marianne,,Ramersdorf-Perlach,48.09888,11.61023,Private room,45,3,39,2022-06-17,0.36,2,269,13,
505041,centrally quiet 2 pieces flat 01.01.-30.april.22,1037376,Doris,,Ludwigsvorstadt-Isarvorstadt,48.12446,11.56009,Entire home/apt,43,60,7,2022-04-30,0.06,2,281,2,
526430,"Room near OCTOBERFEST, free WLAN, free Parking",2587491,Edmond,,Sendling-Westpark,48.11461,11.53505,Private room,55,2,77,2022-06-03,0.64,1,264,8,
532047,"Nice, comfortable Studio w. balcony",1210398,Olivera,,Milbertshofen-Am Hart,48.1787,11.56812,Entire home/apt,50,30,2,2017-09-30,0.03,4,108,0,
532049,Beautifully furnished 1-room Studio,1210398,Olivera,,Milbertshofen-Am Hart,48.17877,11.56679,Entire home/apt,50,30,2,2020-08-31,0.03,4,0,0,
548958,"White Room & Bathroom,  Messe Riem",1157644,Eva,,Tudering-Riem,48.10904,11.68701,Private room,49,210,16,2019-10-31,0.14,3,81,0,
556122,Ruhiges Gartenzimmer,2735048,Pirkko,,Pasing-Obermenzing,48.15551,11.4699,Private room,55,2,173,2022-06-18,1.44,1,145,17,
574143,Wohnen am Hirschgarten - Neuhausen,2825666,Veronika,,Neuhausen-Nymphenburg,48.14449,11.51333,Private room,40,2,128,2020-08-15,1.06,1,172,0,
577095,Apartment on South Park Munich,2838170,Eugen,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0973,11.5102,Entire home/apt,62,85,55,2019-01-27,0.46,1,8,0,
609851,Luxury 3 room flat in Schwabing,3024324,Christian,,Maxvorstadt,48.15561,11.56736,Entire home/apt,200,3,2,2018-06-08,0.03,1,91,0,
625551,Grünes Ambiente in ruhiger Wohnlage,1909709,Gabriele,,Pasing-Obermenzing,48.1597,11.45158,Private room,39,1,55,2022-06-15,0.46,3,279,7,
633836,!Sunny Nice Apartment *60m²-Loft* !,2391129,Julia Und Lisa,,Ramersdorf-Perlach,48.09789,11.63814,Entire home/apt,65,2,232,2022-06-18,1.96,3,220,13,
650265,Beautiful sunny city studio to relax!,1027824,Kat,,Sendling,48.11295,11.54729,Entire home/apt,60,14,44,2022-05-04,0.37,1,97,5,
661006,It s a nice spacious Room in a quiet location.,3337316,Johannes,,Neuhausen-Nymphenburg,48.15591,11.50657,Private room,100,3,0,,,2,173,0,
663362,Central Modern Apartment,2544871,Baris,,Ludwigsvorstadt-Isarvorstadt,48.12434,11.56847,Entire home/apt,100,25,14,2016-10-04,0.12,1,164,0,
664050,bright and cosy room; central,3353275,Babett,,Maxvorstadt,48.15506,11.57184,Private room,41,1,113,2022-05-15,0.96,1,5,4,
667321,A small guest room in a big house,3375789,Hannelore,,Pasing-Obermenzing,48.13126,11.47215,Private room,15,1,25,2017-06-01,0.21,1,0,0,
668844,wonderful attic near Oktoberfest,3385852,Anja,,Laim,48.13155,11.49591,Private room,50,3,46,2022-05-27,0.43,1,54,7,
669550,Cosy room in the heart of Munich,3390380,Alexander & Patrick,,Altstadt-Lehel,48.13469,11.58675,Private room,65,1,279,2022-04-30,2.35,1,174,3,
675433,WG-Zimmer in cooler 4er WG,3430900,Anke,,Sendling-Westpark,48.11836,11.53062,Private room,170,1,0,,,1,365,0,
681296,Central Oktoberfest-Stay + Feelgood Factor,695911,Ckonny,,Maxvorstadt,48.14498,11.56475,Private room,221,2,78,2021-03-31,0.66,2,13,0,
683263,Interim room in charming design apartment,2882620,Anja,,Au-Haidhausen,48.12289,11.58519,Private room,99,3,51,2018-10-31,0.43,1,19,0,
684700,HIGH-CLASS 2-RoomApartm,3491203,Oliver  & Hanelore,,Ludwigsvorstadt-Isarvorstadt,48.13819,11.55466,Entire home/apt,295,2,39,2022-06-02,0.33,1,330,5,
693402,Apartment in the Heart of Munich,3547075,Alex,,Altstadt-Lehel,48.13997,11.58962,Entire home/apt,129,4,31,2021-09-16,0.29,1,173,1,
698064,Top Location at the University,3577420,Dieter,,Maxvorstadt,48.15187,11.57975,Entire home/apt,80,3,59,2022-06-01,0.50,1,6,6,
700603,"LADIES (or couples) only, please! :o)",3593747,Beate,,Schwabing-Freimann,48.16782,11.58614,Private room,47,1,218,2022-06-06,1.84,1,47,8,
701005,Quiet area - quick in the centre,3596598,Patrick,,Bogenhausen,48.14201,11.62044,Private room,40,2,235,2022-06-10,1.98,1,0,13,
701673,Small room in a cosy house,3601541,Christel,,Ramersdorf-Perlach,48.11806,11.62966,Private room,29,2,208,2022-06-20,1.77,1,7,32,
702583,ruhige 2 Zimmer Wohnung nähe Oktoberfest,3605832,Visit,,Ludwigsvorstadt-Isarvorstadt,48.12059,11.55908,Entire home/apt,116,2,89,2022-04-25,1.07,2,273,6,
703539,"Golden Room,1.floor, near Fair Riem",1157644,Eva,,Tudering-Riem,48.10535,11.70017,Private room,40,180,17,2019-04-13,0.15,3,324,0,
705120,Mini Loft Munich Central Location !,291856,John,,Au-Haidhausen,48.13484,11.59489,Entire home/apt,187,2,34,2022-05-15,0.29,1,359,4,
706874,Schöne Unterkunft für's Oktoberfest,3633050,Kornelia,,Sendling,48.12345,11.54591,Private room,80,1,44,2018-11-26,0.37,2,0,0,
710489,Luxury loft next to Marienplatz,3657089,Marc,,Altstadt-Lehel,48.13898,11.57606,Entire home/apt,220,5,125,2022-05-20,1.06,1,286,11,
710990,Nice Apartment Munich/Pasing,3659164,William,,Pasing-Obermenzing,48.14634,11.45755,Private room,63,1,57,2022-05-22,0.48,1,217,4,
711721,olympiapark-2R-70qm-sunny-silent-penth.app-lift,3662771,Iris,,Schwabing-West,48.15938,11.56026,Entire home/apt,124,21,10,2022-05-29,0.11,2,18,4,
717444,Zu Fuß zum Oktoberfest!!!,3633050,Kornelia,,Sendling,48.12383,11.54762,Private room,80,1,30,2018-10-09,0.25,2,0,0,
728525,Room in Munich,3779542,Alfred,,Ludwigsvorstadt-Isarvorstadt,48.12932,11.57239,Private room,150,6,0,,,1,365,0,
740948,Living at Munich Viktualienmarkt,3876973,Katharina,,Altstadt-Lehel,48.13988,11.57701,Entire home/apt,161,28,70,2022-06-10,0.62,1,166,4,
751730,Villa München - Obermenzing,3952627,Leo,,Pasing-Obermenzing,48.16922,11.48143,Private room,55,3,0,,,1,0,0,
763520,optimal and central apartment,4024965,Ingrid & Nadi,,Schwanthalerhöhe,48.13768,11.54852,Entire home/apt,73,90,26,2014-09-29,0.23,2,172,0,
774834,★ Soul space ★ whole appartment in top area,3726426,Nicola,,Au-Haidhausen,48.12266,11.57356,Entire home/apt,90,150,11,2016-10-02,0.09,1,365,0,
779667,Modern flat nearby the subway,971744,Annette & Vanessa,,Maxvorstadt,48.15267,11.56491,Entire home/apt,149,3,267,2022-06-10,3.16,1,238,46,
807951,"Holydayhouse near city,near Messe",4250955,Inge,,Berg am Laim,48.1225,11.62644,Entire home/apt,110,6,96,2022-02-03,0.85,1,234,7,
820826,Zimmer in Traumwohnung für Tänzer,4310718,Christine,,Au-Haidhausen,48.12724,11.60218,Private room,47,3,146,2022-06-14,1.26,2,33,18,
837679,Sunny 2-room apartment in Sendling,4377657,Martina,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10049,11.53181,Entire home/apt,47,180,23,2022-03-31,0.20,1,172,1,
907717,"Quiet room, sunny,centrally located",4862611,Anatol,,Bogenhausen,48.14213,11.60509,Private room,58,1,20,2020-07-24,0.19,1,53,0,
910680,CHARMING LOVESOME ALTBAU KAISERSTR!,211657,Jasmin,,Schwabing-West,48.16025,11.57744,Entire home/apt,129,2,1,2014-12-14,0.01,1,244,0,
915995,"Schöne1,5 Zi Whg im Herzen Münchens",4057943,Alessia,,Au-Haidhausen,48.13158,11.59694,Entire home/apt,107,3,25,2022-04-19,0.22,1,0,11,
921010,Living in the City 2 / Goetheplatz,4950451,Erhard,,Ludwigsvorstadt-Isarvorstadt,48.12637,11.55745,Private room,49,2,349,2022-06-05,3.28,2,193,41,
921158,Charming  sunny room Maxvorstadt Hygiene rule,4951962,Sabine,,Maxvorstadt,48.15229,11.56408,Private room,59,1,284,2022-06-10,2.68,1,312,19,
921287,Living in the City 1 / Goetheplatz,4950451,Erhard,,Ludwigsvorstadt-Isarvorstadt,48.12794,11.55787,Private room,39,2,230,2022-06-03,2.17,2,171,35,
936808,Is this the paradise?,5057324,Katharina & Kai,,Maxvorstadt,48.15119,11.56647,Private room,48,5,36,2021-10-21,0.34,1,95,3,
944648,"Apartment, 39qm, MÜ Sendling-Westpark, 2-12 Monate",5114962,Birgit,,Sendling-Westpark,48.12184,11.5341,Entire home/apt,35,60,35,2021-07-31,0.58,1,107,1,
960371,LOFTsilent70qm space walking  to the center 20 min,4508751,Mila,,Maxvorstadt,48.15675,11.56335,Entire home/apt,112,3,41,2021-11-19,0.37,1,307,5,
974971,Schick 3 room Apt. in Mü-Riem Messe,5332269,Josée,,Tudering-Riem,48.13359,11.68767,Entire home/apt,99,3,187,2022-06-03,1.68,2,31,17,
979733,Neu 3 room apart. in Munich Messe,5332269,Josée,,Tudering-Riem,48.1338,11.68832,Entire home/apt,95,3,163,2022-05-22,1.46,2,116,13,
991111,One room City Apartment,5443130,Bayram,,Maxvorstadt,48.14143,11.56165,Entire home/apt,180,1,292,2022-06-12,2.61,4,280,30,
991132,One room City Apartment,5443130,Bayram,,Maxvorstadt,48.14155,11.56007,Entire home/apt,180,1,320,2022-06-11,2.86,4,314,32,
1040420,Family apartment in central Munich,1009438,Alex,,Bogenhausen,48.13905,11.60826,Entire home/apt,119,1,568,2022-06-19,5.08,10,223,95,
1053919,Sunny Apartment w/sundeck in Munich,581737,Stephan,,Berg am Laim,48.1208,11.63745,Entire home/apt,144,2,126,2022-06-07,1.13,2,88,5,
1064368,2 Rooms App. in Munich,2024648,Tammy,,Milbertshofen-Am Hart,48.1777,11.58381,Entire home/apt,120,180,0,,,4,263,0,
1071257,Cozy room + bathroom Schwab/Maxvors Octoberfest,5472671,Gaby,,Maxvorstadt,48.14986,11.57504,Private room,50,2,556,2022-06-13,4.98,1,180,40,
1079223,Roof top apartment for 4 persons,5936109,Tobias,,Pasing-Obermenzing,48.16464,11.47967,Entire home/apt,199,2,43,2021-09-16,0.40,1,160,2,
1123061,bright Maisonette apartment Munich,1041027,Hallo,,Obergiesing,48.117,11.58074,Entire home/apt,220,2,169,2020-01-03,1.53,1,189,0,
1132304,"central, bright & nice attic flat",6211349,Christian,,Altstadt-Lehel,48.13811,11.58574,Entire home/apt,189,5,20,2019-10-09,0.18,1,0,0,
1158720,Big Bright Room Near S-Bahn (Train) hosts 3x vacc.,6349372,Stefan,,Sendling,48.10807,11.53767,Private room,39,1,838,2022-06-16,7.61,1,203,119,
1197825,COZY HOMEY QUIET APT @ SUBWAY NEAR CENTER,4725664,Michael,,Milbertshofen-Am Hart,48.18279,11.57278,Entire home/apt,125,3,87,2022-06-04,0.81,1,280,9,
1328998,5 min zu Oktoberfest zu fuss :),7211536,Shpend,,Ludwigsvorstadt-Isarvorstadt,48.12444,11.55483,Entire home/apt,450,2,0,,,1,365,0,
1342604,Central apartment near Oktoberfest,7281724,Ute,,Schwanthalerhöhe,48.13657,11.5436,Entire home/apt,125,4,25,2019-10-06,0.24,1,281,0,
1355138,Courtyard Camping - Schwabing Vintage VW,7354947,Lara,,Schwabing-West,48.16211,11.57667,Private room,78,2,23,2019-10-02,0.22,1,357,0,
1355595,Nice room in Munich City with Wifi,1102324,Clara & Christian,,Obergiesing,48.09994,11.58685,Private room,28,7,29,2021-10-05,0.27,2,0,1,
1359310,Oktoberfest 1Room Ap. next to U1/U3,7378013,Patrick,,Moosach,48.18009,11.52272,Entire home/apt,280,5,0,,,1,178,0,
1362758,"Dream apartment 3 Room w balcony,5 min Oktoberfest",1538993,Matthias,,Ludwigsvorstadt-Isarvorstadt,48.12709,11.57052,Entire home/apt,80,3,14,2022-02-27,0.13,1,2,2,
1381350,Tolle Altbauwohnung nahe Gärtnerplatz 100m2,7479978,Moritz,,Ludwigsvorstadt-Isarvorstadt,48.13059,11.5744,Entire home/apt,100,5,4,2020-08-08,0.08,1,0,0,
1385255,"25 new renovated Hotelroom, fast Wifi",3899607,Mary,,Maxvorstadt,48.14321,11.55895,Entire home/apt,69,2,593,2022-06-20,5.51,4,132,54,
1394833,Cosy Apartment in the Center,7367613,Eva,,Au-Haidhausen,48.12553,11.57616,Entire home/apt,90,5,8,2017-09-08,0.08,1,0,0,
1434387,"17 min from City Center, 50 sqm, Free Parking",7709497,Ursula Christina,,Sendling-Westpark,48.10476,11.53142,Entire home/apt,188,1,79,2022-06-10,0.78,2,288,15,
1445763,"Central, comfortable two-room apartment",7761672,Judith,,Neuhausen-Nymphenburg,48.16016,11.54568,Entire home/apt,85,180,43,2022-05-12,0.40,1,121,1,
1463032,Renovated precious apartment,7840372,Philipp,,Schwabing-West,48.16568,11.57247,Entire home/apt,79,120,39,2020-01-05,0.36,2,288,0,
1478113,Right at Subway U5 perfect for city,2993131,Wolfgang,,Ramersdorf-Perlach,48.10931,11.64423,Private room,35,100,158,2019-10-16,1.47,1,365,0,
